Time	pressure_live_stream	pressure_lower_plenum	voltage	water_level
1	4,31360661159731	13,2733712432112	6335,19693379917	8,18194778765365
2	4,31366010014385	13,2484215356100	6334,64254336840	8,06904459926570
3	4,31387899859636	13,1853840320994	6334,36120561859	8,03379674773550
4	4,31362816415302	13,1403454792365	6334,24353945089	8,02303446725794
5	4,31321815385074	13,1174627069741	6334,03689103778	8,01895485451164
6	4,31265729714507	13,1090717369592	6333,85898558212	8,01634096999748
7	4,31178797571640	13,1128634472552	6333,69557916728	8,01330343110921
8	4,31059611122011	13,1216271919894	6333,66301666630	8,01010046631463
9	4,30923121027330	13,1270820617939	6333,59694056430	8,00765776316403
10	4,30781641214830	13,1285040594780	6333,38480224545	8,00592507870873
11	4,30632767348612	13,1268289634069	6333,20179822272	8,00463789092014
12	4,30488994377385	13,1253581631392	6332,91461497171	8,00327601842614
13	4,30354550558533	13,1228194518289	6332,64169115413	8,00201079168840
14	4,30219306546943	13,1148861531565	6332,50127883693	8,00142379171614
15	4,30087935485011	13,1035062387592	6332,35675335668	8,00138538945036
16	4,29962992405569	13,0914901802635	6332,23485949686	8,00165719544328
17	4,29839710736624	13,0807864908920	6332,18146482200	8,00187593226464
18	4,29722591882183	13,0734870921635	6332,10948439638	8,00159765735857
19	4,29614146135144	13,0681927918295	6332,05697922301	8,00093078010635
20	4,29511114989007	13,0594657417702	6332,02526241417	8,00057182305145
21	4,29413229388605	13,0484816384044	6332,00120516601	8,00035922521027
22	4,29319442382449	13,0373690727936	6331,98927798706	8,00003301647132
23	4,29226722944468	13,0278398237030	6331,99952973845	7,99939710922419
24	4,29134802350806	13,0254329412873	6332,00972004423	7,99778026307067
25	4,29046543364661	13,0271985491264	6332,01032656716	7,99562491174739
26	4,28961170747115	13,0285833867915	6332,02149281298	7,99366453726411
27	4,28877186751894	13,0283286553351	6332,04394880217	7,99219433026781
28	4,28794228899419	13,0261906509283	6332,07503813931	7,99119326227998
29	4,28717188558504	13,0224841546969	6332,08607412766	7,99049587509209
30	4,28644868751269	13,0176213594923	6332,11381344660	7,98992726556888
31	4,28580091514725	13,0120490465255	6332,11782343880	7,98933682218051
