Time	pressure_live_stream	pressure_lower_plenum	voltage	water_level		
1	4,31362835420503	13,4298265462108	6335,19343240636	8,50000000000000
2	4,31386596714411	13,4291735341068	6334,57195533267	8,50000000000000
3	4,31446061682023	13,4314770438766	6334,23120623927	8,50000000000000
4	4,31455875152507	13,4353378359955	6334,12357895468	8,50000000000000
5	4,31429786190635	13,4396874016558	6333,97510023892	8,50000000000000
6	4,31374387216986	13,4440935399082	6333,84202084461	8,50000000000000
7	4,31284486787862	13,4480129428183	6333,69985886006	8,50000000000000
8	4,31165147735550	13,4510841434525	6333,66579428380	8,50000000000000
9	4,31035033911417	13,4532860128043	6333,58377677337	8,50000000000000
10	4,30904152104287	13,4547514314759	6333,36582408388	8,50000000000000
11	4,30769502904438	13,4553127383128	6333,16690515629	8,50000000000000
12	4,30641369331407	13,4548880340551	6332,87302549023	8,50000000000000
13	4,30520477029586	13,4536378363151	6332,60699837972	8,50000000000000
14	4,30397378884431	13,4514341660771	6332,47281057137	8,50000000000000
15	4,30277178914476	13,4481904891396	6332,33251614975	8,50000000000000
16	4,30161068082825	13,4440918409135	6332,22205400950	8,50000000000000
17	4,30044252100134	13,4392018630036	6332,17305424044	8,50000000000000
18	4,29929343288726	13,4342780099105	6332,12437898686	8,50000000000000
19	4,29812649036791	13,4311461244623	6332,10512299337	8,50000000000000
20	4,29697858896024	13,4300635852838	6332,07985325036	8,50000000000000
21	4,29583126776989	13,4301249724443	6332,08355137311	8,50000000000000
22	4,29472969977226	13,4302452462709	6332,05784738113	8,50000000000000
23	4,29370139989797	13,4297127230647	6332,04251023044	8,50000000000000
24	4,29270195409120	13,4281195998661	6332,04618935610	8,50000000000000
25	4,29174196886444	13,4254873189502	6332,04697829702	8,50000000000000
26	4,29079544785597	13,4219509808098	6332,05957964544	8,50000000000000
27	4,28988173688036	13,4177730936432	6332,06297662862	8,50000000000000
28	4,28897642775650	13,4134927244161	6332,09392661656	8,50000000000000
29	4,28805150393796	13,4108007171085	6332,13879014884	8,50000000000000
30	4,28715984917812	13,4104851336542	6332,14800315051	8,50000000000000
31	4,28629103085645	13,4117927002740	6332,18301526411	8,50000000000000
32	4,28546796120665	13,4135958758309	6332,19942891616	8,50000000000000
33	4,28470974868161	13,4149829465678	6332,21702740928	8,50000000000000
34	4,28399209164110	13,4153951738585	6332,24292440311	8,50000000000000
35	4,28332059895318	13,4147381190140	6332,25222216660	8,50000000000000
36	4,28270319616201	13,4131547167420	6332,26960992714	8,50000000000000
37	4,28213421703347	13,4109415770401	6332,29322702254	8,50000000000000
38	4,28156052956356	13,4082834923883	6332,32712577574	8,50000000000000
39	4,28100793806672	13,4053490845433	6332,36132668512	8,50000000000000
40	4,28046703863623	13,4026374239222	6332,40606228000	8,50000000000000
41	4,27992641805780	13,4015570857993	6332,42746625777	8,50000000000000
42	4,27940366399076	13,4024072838334	6332,47394318227	8,50000000000000
43	4,27890151067930	13,4044493409226	6332,50533338050	8,50000000000000
44	4,27846452494249	13,4068123235088	6332,51298642230	8,50000000000000
45	4,27808439324617	13,4088328595977	6332,53637759908	8,50000000000000
46	4,27773893355219	13,4100731145464	6332,56418614305	8,50000000000000
47	4,27747185624024	13,4105480901576	6332,56764908485	8,50000000000000
48	4,27724760878237	13,4104537438979	6332,59967456094	8,50000000000000
49	4,27699037623341	13,4098211042049	6332,65678928247	8,50000000000000
50	4,27677511096066	13,4088853171129	6332,67339835796	8,50000000000000
51	4,27658350813997	13,4078589688478	6332,70688780302	8,50000000000000
52	4,27638434881696	13,4067841183274	6332,75256691993	8,50000000000000
53	4,27622955526887	13,4057740676552	6332,76197395837	8,50000000000000
54	4,27606088097510	13,4048486023065	6332,81862729248	8,50000000000000
55	4,27589776311428	13,4040002349313	6332,86121923243	8,50000000000000
56	4,27577237885470	13,4041156100441	6332,87869249989	8,50000000000000
57	4,27565763931387	13,4057976902951	6332,91774711252	8,50000000000000
58	4,27556254060645	13,4085786329559	6332,94380896558	8,50000000000000
59	4,27552495862691	13,4118440757102	6332,95935925717	8,50000000000000
60	4,27551572776049	13,4149779857759	6333,00187327885	8,50000000000000
61	4,27554394354645	13,4176208192893	6333,02447251614	8,50000000000000
62	4,27564201916995	13,4197573502905	6333,02464194683	8,50000000000000
63	4,27575177983555	13,4214488576640	6333,07107393709	8,50000000000000
64	4,27586950316866	13,4227666134309	6333,10124476597	8,50000000000000
65	4,27602280395749	13,4239023441488	6333,10993773240	8,50000000000000
66	4,27621374291678	13,4250225436588	6333,13196343028	8,50000000000000
67	4,27637985725950	13,4261465016539	6333,19864543582	8,50000000000000
68	4,27656035191175	13,4272828154063	6333,21467233750	8,50000000000000
69	4,27675618731259	13,4284990947991	6333,24590947765	8,50000000000000
70	4,27696211249357	13,4297978345736	6333,28688129735	8,50000000000000
71	4,27719483891550	13,4311722318837	6333,30972654551	8,50000000000000
72	4,27742443228667	13,4325934011908	6333,35323628740	8,50000000000000
73	4,27768579613806	13,4340732834735	6333,37070615630	8,50000000000000
74	4,27795743205403	13,4355819539245	6333,39896980314	8,50000000000000
75	4,27822526929210	13,4370993791902	6333,44819668290	8,50000000000000
76	4,27851572183147	13,4386360285288	6333,46338951862	8,50000000000000
77	4,27883677782763	13,4402359990126	6333,48369020901	8,50000000000000
78	4,27916231016791	13,4418966010138	6333,52998809253	8,50000000000000
79	4,27950781866082	13,4435989778143	6333,55120518843	8,50000000000000
80	4,27987035462731	13,4454017671606	6333,58041678285	8,50000000000000
81	4,28021514557532	13,4472348542334	6333,63031855508	8,50000000000000
82	4,28059127458319	13,4491150204304	6333,64267599336	8,50000000000000
83	4,28099974376846	13,4511261296198	6333,66624106320	8,50000000000000
84	4,28137748883521	13,4531547192610	6333,72156247410	8,50000000000000
85	4,28178016813875	13,4552138398440	6333,74331868347	8,50000000000000
86	4,28221701060643	13,4573890295844	6333,76059257546	8,50000000000000
87	4,28264185417460	13,4596113266744	6333,79357083602	8,50000000000000
88	4,28307337053037	13,4618653483184	6333,82073736515	8,50000000000000
89	4,28354029064695	13,4642065998353	6333,83796572836	8,50000000000000
90	4,28400386424998	13,4666055603474	6333,87676958771	8,50000000000000
91	4,28447360227019	13,4690374006230	6333,90546034819	8,50000000000000
92	4,28496912214482	13,4715345553446	6333,91987160430	8,50000000000000
93	4,28546015256649	13,4740914226022	6333,96654159217	8,50000000000000
94	4,28597366021942	13,4766968931917	6333,98670853328	8,50000000000000
95	4,28649422820478	13,4793639517007	6334,01860084200	8,50000000000000
96	4,28701893070314	13,4820671176321	6334,05116440299	8,50000000000000
97	4,28756596501969	13,4848348892830	6334,06745889628	8,50000000000000
98	4,28813260948431	13,4876865809351	6334,09617624211	8,50000000000000
99	4,28869827880595	13,4905739724857	6334,12830276929	8,50000000000000
100	4,28926929940406	13,4934999083400	6334,14956876915	8,50000000000000
101	4,28985900354678	13,4964908407999	6334,16993780133	8,50000000000000
102	4,29046273574285	13,4995424560622	6334,19515096791	8,50000000000000
103	4,29106780221849	13,5026501074841	6334,22889471936	8,50000000000000
104	4,29165980274267	13,5057435811274	6334,26380484083	8,50000000000000
105	4,29227424321679	13,5088619806147	6334,26854964159	8,50000000000000
106	4,29290290849147	13,5120444644089	6334,29653061478	8,50000000000000
107	4,29353462189032	13,5152576969488	6334,33978028429	8,50000000000000
108	4,29419506127595	13,5185163957783	6334,34373096901	8,50000000000000
109	4,29485010282123	13,5218327455675	6334,38352704934	8,50000000000000
110	4,29549276346744	13,5251207840947	6334,41610900373	8,50000000000000
111	4,29618955335968	13,5284738744081	6334,40725595156	8,50000000000000
112	4,29687353552003	13,5318979834800	6334,45739059336	8,50000000000000
113	4,29754231567786	13,5352833214468	6334,48193948941	8,50000000000000
114	4,29824920529649	13,5387208467870	6334,47958616463	8,50000000000000
115	4,29894444324354	13,5421944246620	6334,52184349408	8,50000000000000
116	4,29963724007120	13,5456481998133	6334,54978264834	8,50000000000000
117	4,30036515596100	13,5491435996596	6334,56098047869	8,50000000000000
118	4,30109522289987	13,5526749939593	6334,58221916854	8,50000000000000
119	4,30183795546186	13,5562428696397	6334,59192720131	8,50000000000000
120	4,30258526697124	13,5598436017317	6334,61645233371	8,50000000000000
121	4,30334565211748	13,5634759622102	6334,63750077832	8,50000000000000
122	4,30410282655091	13,5671134434744	6334,66795560875	8,50000000000000
123	4,30486220737931	13,5707444328474	6334,68931745967	8,50000000000000
124	4,30563928506788	13,5744115144931	6334,70413433809	8,50000000000000
125	4,30640766754548	13,5780810996594	6334,73337416977	8,50000000000000
126	4,30719242469986	13,5817522715803	6334,74532454306	8,50000000000000
127	4,30799018733560	13,5854643685121	6334,76663989075	8,50000000000000
128	4,30878201445582	13,5891708085720	6334,78839828872	8,50000000000000
129	4,30960446856920	13,5929158032522	6334,79443888301	8,50000000000000
130	4,31042584905436	13,5966884958060	6334,82459582314	8,50000000000000
131	4,31123235690960	13,6004282708355	6334,84649646277	8,50000000000000
132	4,31206012175332	13,6041725680101	6334,85639599077	8,50000000000000
133	4,31289945038122	13,6079521395866	6334,87446753416	8,50000000000000
134	4,31372676226517	13,6117149629126	6334,90026192414	8,50000000000000
135	4,31456279350792	13,6154731734246	6334,91205263971	8,50000000000000
136	4,31541026821016	13,6192445693032	6334,92736666889	8,50000000000000
137	4,31626701062996	13,6230221596604	6334,94070991986	8,50000000000000
138	4,31711778364433	13,6268080933664	6334,97457124250	8,50000000000000
139	4,31796221169046	13,6305475080126	6334,99166359954	8,50000000000000
140	4,31883478410624	13,6342921072265	6334,97800772181	8,50000000000000
141	4,31972134611832	13,6380870378266	6335,00059208202	8,50000000000000
142	4,32059550197059	13,6418723190428	6335,03663738917	8,50000000000000
143	4,32147538684135	13,6456295958410	6335,04319144462	8,50000000000000
144	4,32235546624576	13,6493720190195	6335,06012380150	8,50000000000000
145	4,32323333355670	13,6530932557875	6335,07809706667	8,50000000000000
146	4,32412374310384	13,6568035163062	6335,08264091766	8,50000000000000
147	4,32503183545627	13,6605311905286	6335,09072950484	8,50000000000000
148	4,32592805146038	13,6642397394368	6335,11309380669	8,50000000000000
149	4,32683519805674	13,6679381603534	6335,12059594052	8,50000000000000
150	4,32773536688855	13,6716114563457	6335,14304551359	8,50000000000000
151	4,32865464653589	13,6752759138438	6335,14087271131	8,50000000000000
152	4,32957454728455	13,6789415472626	6335,15971456382	8,50000000000000
153	4,33048178975682	13,6825656405172	6335,18048303730	8,50000000000000
154	4,33140779159911	13,6861741894251	6335,17861174006	8,50000000000000
155	4,33233594496303	13,6897791260121	6335,19985892008	8,50000000000000
156	4,33325622286026	13,6933535832679	6335,21320949121	8,50000000000000
157	4,33417303345594	13,6968875796706	6335,22546949158	8,50000000000000
158	4,33510723315690	13,7004102360033	6335,22901765704	8,50000000000000
159	4,33602619752845	13,7038858883857	6335,25360992552	8,50000000000000
160	4,33696241292853	13,7073223588037	6335,24872370273	8,50000000000000
161	4,52890896251757	13,7229835200276	6569,25650437443	8,50000000000000
162	4,69566438482745	13,8360503304706	6682,41230051302	8,50000000000000
163	4,79829822527010	13,9825220395614	6724,72824164233	8,50000000000000
164	4,84245622108651	14,0545166501464	6740,39093739054	8,50000000000000
165	4,85709536789527	13,9775576971682	6746,10057682524	8,50000000000000
166	4,86278253787675	13,7516456579257	6748,20440325285	8,50000000000000
167	4,86446184334877	13,4059348727093	6748,28221494306	8,50000000000000
168	4,86391836341749	12,9728318261493	6747,24850166584	8,50000000000000
169	4,86109548515628	12,4817083651339	6746,01164514996	8,50000000000000
170	4,85638310604110	11,9598427297551	6745,24265018392	8,50000000000000
171	4,84951717269004	11,4308759407557	6745,15729001705	8,50000000000000
172	4,84129303506685	10,9129992402955	6745,17279173179	8,50000000000000
173	4,83298703087209	10,4203076238687	6744,74071817664	8,50000000000000
