Time	pressure_live_stream	pressure_lower_plenum	voltage	water_level			
1	4,31361893304440	13,3978996974662	6335,19393941048	7,88210125344717
2	4,31367247751390	13,3022322880543	6334,63840278105	7,66097268065031
3	4,31396137789348	13,1985042167273	6334,33488820361	7,58729815155014
4	4,31380526283436	13,1427645699190	6334,21053535976	7,56149852848372
5	4,31338979240422	13,1179897526788	6334,03857511136	7,55162204673379
6	4,31270108051854	13,1107007808819	6333,89866645107	7,54689220753548
7	4,31165956590057	13,1161625857955	6333,75258641725	7,54318924345670
8	4,31031344182914	13,1234121308435	6333,71636675026	7,54030252865902
9	4,30883721818708	13,1260289051137	6333,63799633679	7,53852388862107
10	4,30735459312544	13,1239312916702	6333,41182796930	7,53760586755459
11	4,30581718894346	13,1185941947831	6333,22109191652	7,53716533774612
12	4,30436267567813	13,1126799718690	6332,91568362416	7,53671680561430
13	4,30299705072955	13,1037276796252	6332,64338059653	7,53658234947469
14	4,30166916923431	13,0947330575582	6332,48298297857	7,53641103845877
15	4,30036518293128	13,0891026388975	6332,34796511570	7,53589077644729
16	4,29913073106119	13,0873690285401	6332,22604691841	7,53497308025768
17	4,29793673959047	13,0840788926004	6332,15980864526	7,53436190479943
18	4,29675766253846	13,0765887525638	6332,11298863865	7,53432706650301
19	4,29564751262212	13,0660165650495	6332,06189003714	7,53461182607368
20	4,29460602904264	13,0537398239724	6332,01725820560	7,53497950721634
21	4,29362570265948	13,0410993059706	6331,98947182435	7,53524553085717
22	4,29263124809818	13,0293023822544	6332,00249759994	7,53526916524214
23	4,29168171233132	13,0198941165081	6331,97798739593	7,53488477941311
24	4,29076042313992	13,0148978057977	6331,99209959691	7,53386497776158
25	4,28983954194627	13,0101849884588	6332,01892336760	7,53299528728192
26	4,28894431982840	13,0008493936491	6332,02945351911	7,53327801934942
27	4,28802722392430	12,9889386171458	6332,07595972381	7,53438370709093
28	4,28714456392779	12,9759991980182	6332,08926881021	7,53581068330177
29	4,28632948743083	12,9627684482814	6332,09761071205	7,53727812162640
30	4,28556262679643	12,9495246317874	6332,12098433877	7,53867720982368
31	4,28487583456912	12,9363721558286	6332,12750450834	7,53996080444793
32	4,28425760958903	12,9232990065395	6332,14363851002	7,54111919821323
33	4,28368339596318	12,9102645359986	6332,16150644966	7,54213539468122
34	4,28312768944807	12,8972471591954	6332,19617704224	7,54301214823311
35	4,28258579890666	12,8842833724870	6332,23903992256	7,54378141597609
36	4,28207843607938	12,8715389081216	6332,26355322640	7,54456586134639
37	4,28158643844337	12,8588780701329	6332,29704483227	7,54550278476623
